ID	log2Exp	log2FC
ASHGA5P043574	7.849	1.699
ASHGA5P043577	3.199	-0.799
ASHGA5P043579	9.157	2.149
ASHGA5P043580	8.412	1.528
ASHGA5P043585	3.104	-1.104
ASHGA5P043587	10.106	-1.915
ASHGA5P043588	7.349	2.648
ASHGA5P043590	11.97	2.866
ASHGA5P043592	2.944	0.767
ASHGA5P043593	3.314	-1.522
ASHGA5P043594	6.559	-0.969
ASHGA5P043595	2.975	1.139
ASHGA5P043596	3.762	1.611
ASHGA5P043599	6.359	0.657
ASHGA5P043600	4.105	-2.777
ASHGA5P043601	3.912	-1.792
ASHGA5P043604	5.183	0.891
ASHGA5P043605	6.264	-0.469
ASHGA5P043607	4.127	2.846
ASHGA5P043608	5.765	0.816
ASHGA5P043609	7.218	-1.953
ASHGA5P043610	6.197	-0.898
ASHGA5P043612	7.106	0.632
ASHGA5P043613	9.396	0.862
ASHGA5P043614	8.582	0.672
ASHGA5P043615	9.593	-0.394
ASHGA5P043616	3.458	-0.674
ASHGA5P043617	3.092	-1.041
ASHGA5P043618	5.776	1.692
ASHGA5P043619	3.597	-0.96
ASHGA5P043625	4.309	1.035
ASHGA5P043626	5.412	-2.082
ASHGA5P043629	4.959	1.17
ASHGA5P043630	3.877	-1.632
ASHGA5P043633	4.556	1.095
ASHGA5P043634	2.792	0.723
ASHGA5P043639	3.119	-1.061
ASHGA5P043640	7.294	1.053
ASHGA5P043641	2.855	0.916
ASHGA5P043643	7.513	0.543
ASHGA5P043646	9.631	-1.84
ASHGA5P043648	12.861	2.915
ASHGA5P043650	4.837	0.915
ASHGA5P043652	7.693	-0.859
ASHGA5P043653	6.828	1.763
ASHGA5P043654	5.323	0.852
ASHGA5P043655	8.391	5.961
ASHGA5P043656	2.882	0.97
ASHGA5P043657	3.863	-1.117
ASHGA5P043658	7.495	0.44
ASHGA5P043659	3.852	1.58
ASHGA5P043660	5.899	-0.911
ASHGA5P043662	3.459	-1.095
ASHGA5P043663	4.825	0.797
ASHGA5P043664	3.569	-2.024
ASHGA5P043666	2.874	0.954
ASHGA5P043670	9.201	-0.787
ASHGA5P043672	3.11	-1.114
ASHGA5P043675	6.317	-0.491
ASHGA5P043681	15.59	1.031
ASHGA5P043688	6.127	1.999
ASHGA5P043689	9.741	3.771
ASHGA5P043691	5.009	1.105
ASHGA5P043693	10.112	-1.414
ASHGA5P043694	10.539	-5.305
ASHGA5P043695	9.063	-1.503
ASHGA5P043696	9.139	-1.295
ASHGA5P043697	7.249	-3.205
ASHGA5P043699	7.043	1.161
ASHGA5P043701	2.855	0.911
ASHGA5P043702	5.453	1.356
ASHGA5P043703	11.025	2.195
ASHGA5P043705	7.661	0.805
ASHGA5P043708	8.773	-0.898
ASHGA5P043710	2.889	0.984
ASHGA5P043711	2.932	1.064
ASHGA5P043712	7.784	1.238
ASHGA5P043713	8.722	-0.624
ASHGA5P043714	6.884	-0.575
ASHGA5P043715	6.627	1.467
ASHGA5P043716	8.293	-2.389
ASHGA5P043717	11.3	-1.828
ASHGA5P043718	3.843	-2.581
ASHGA5P043719	9.264	-0.463
ASHGA5P043720	15.157	-2.973
ASHGA5P043721	8.094	0.625
ASHGA5P043722	5.908	-0.595
ASHGA5P043724	3.095	-0.963
ASHGA5P043725	12.207	-0.664
ASHGA5P043728	8.096	0.693
ASHGA5P043729	5.47	-0.915
ASHGA5P043730	8.138	-0.409
ASHGA5P043732	3.457	-1.598
ASHGA5P043733	7.091	-2.426
ASHGA5P043734	4.905	0.849
ASHGA5P043740	5.942	-6.738
ASHGA5P043744	3.062	1.248
ASHGA5P043746	13.03	1.755
ASHGA5P043747	8.66	1.742
ASHGA5P043748	10.459	-4.286
ASHGA5P043751	10.704	1.39
ASHGA5P043752	4.984	-1.841
ASHGA5P043753	6.861	-1.387
ASHGA5P043754	9.133	1.038
ASHGA5P043758	2.948	1.102
ASHGA5P043759	5.929	-2.055
ASHGA5P043760	7.34	-2.366
ASHGA5P043765	3.376	-1.646
ASHGA5P043766	12.902	0.772
ASHGA5P043767	5.565	2.775
ASHGA5P043768	7.25	2.55
ASHGA5P043770	2.815	0.836
ASHGA5P043772	3.084	0.91
ASHGA5P043773	7.444	0.437
ASHGA5P043776	3.665	-2.21
ASHGA5P043777	7.955	-0.332
ASHGA5P043778	7.279	0.659
ASHGA5P043779	11.127	0.462
ASHGA5P043782	6.423	-0.999
ASHGA5P043783	3.353	1.478
ASHGA5P043785	11.951	3.262
ASHGA5P043789	3.53	-1.96
ASHGA5P043791	10.675	3.173
ASHGA5P043792	4.595	0.771
ASHGA5P043795	6.42	-1.773
ASHGA5P043796	6.847	1.097
ASHGA5P043797	14.497	0.391
ASHGA5P043798	6.274	-1.884
ASHGA5P043801	3.706	-2.308
ASHGA5P043802	9.372	-1.184
ASHGA5P043807	10.366	-1.079
ASHGA5P043810	6.134	1.056
ASHGA5P043811	11.484	-0.425
ASHGA5P043812	6.841	1.415
ASHGA5P043813	5.658	1.158
ASHGA5P043814	6.189	0.793
ASHGA5P043816	12.991	4.164
ASHGA5P043817	4.914	0.789
ASHGA5P043818	3.856	-1.679
ASHGA5P043824	12.82	0.639
ASHGA5P043826	7.744	0.375
ASHGA5P043830	9.704	0.967
ASHGA5P043831	6.467	-1.699
ASHGA5P043832	7.412	-0.543
ASHGA5P043834	7.387	-1.581
ASHGA5P043835	9.274	-1.473
ASHGA5P043836	13.988	0.576
ASHGA5P043837	4.596	-3.932
ASHGA5P043838	6.968	0.56
ASHGA5P043839	6.22	0.894
ASHGA5P043840	6.349	-2.236
ASHGA5P043841	5.647	-0.922
ASHGA5P043842	6.783	0.705
ASHGA5P043843	6.359	-7.278
ASHGA5P043844	8.632	-0.699
ASHGA5P043846	2.894	0.995
ASHGA5P043847	11.953	-1.037
ASHGA5P043849	6.875	2.234
ASHGA5P043850	2.783	0.761
ASHGA5P043851	2.753	0.673
ASHGA5P043854	5.644	-0.965
ASHGA5P043856	7.076	-3.323
ASHGA5P043857	8.865	1.622
ASHGA5P043858	9.267	1.462
ASHGA5P043859	5.108	-0.722
ASHGA5P043861	6.104	-2.471
ASHGA5P043863	5.375	1.057
ASHGA5P043865	3.05	1.3
ASHGA5P043866	6.973	0.487
ASHGA5P043867	6.382	-0.668
ASHGA5P043871	8.72	0.456
ASHGA5P043872	8.916	-5.277
ASHGA5P043877	2.67	0.524
ASHGA5P043878	4.672	2.349
ASHGA5P043879	6.189	3.288
ASHGA5P043881	6.02	-0.938
ASHGA5P043883	3.284	1.775
ASHGA5P043887	3.037	0.904
ASHGA5P043888	11.661	-1.626
ASHGA5P043889	3.329	1.112
ASHGA5P043890	7.438	-3.745
ASHGA5P043892	6.169	-1.779
ASHGA5P043894	12.326	1.932
ASHGA5P043895	7.348	-1.188
ASHGA5P043897	8.113	1.791
ASHGA5P043898	2.965	0.748
ASHGA5P043899	3.078	1.308
ASHGA5P043901	7.653	0.981
ASHGA5P043902	8.752	0.563
ASHGA5P043904	7.409	0.687
ASHGA5P043906	3.781	2.759
ASHGA5P043907	7.796	5.332
ASHGA5P043909	5.181	2.305
ASHGA5P043911	5.881	0.564
ASHGA5P043913	11.413	-0.633
ASHGA5P043914	3.216	1.527
ASHGA5P043917	5.014	1.536
ASHGA5P043920	3.071	1.3
ASHGA5P043921	7.202	-0.981
ASHGA5P043923	10.333	-2.451
ASHGA5P043924	5.723	1.479
ASHGA5P043925	7.884	-1.005
ASHGA5P043926	5.108	-1.381
ASHGA5P043927	4.071	1.541
ASHGA5P043928	3.06	-1.015
ASHGA5P043929	6.898	-1.268
ASHGA5P043931	4.553	-1.432
ASHGA5P043932	5.84	-2.98
ASHGA5P043933	7.343	-2.172
ASHGA5P043934	4.254	-1.622
ASHGA5P043936	2.924	0.79
ASHGA5P043937	3.959	-1.79
ASHGA5P043938	4.442	1.455
ASHGA5P043941	5.984	-0.597
ASHGA5P043942	10.905	2.346
ASHGA5P043944	10.15	-0.423
ASHGA5P043945	8.909	-1.579
ASHGA5P043947	8.567	-1.524
ASHGA5P043949	3.187	-1.274
ASHGA5P043954	3.674	-0.79
ASHGA5P043957	7.605	0.662
ASHGA5P043961	8.064	1.214
ASHGA5P043962	4.92	1.878
ASHGA5P043968	3.039	1.218
ASHGA5P043970	6.043	2.342
ASHGA5P043971	4.543	-1.232
ASHGA5P043972	11.465	0.701
ASHGA5P043974	3.43	-0.711
ASHGA5P043978	4.716	-4.142
ASHGA5P043979	11.691	-3.58
ASHGA5P043980	10.823	-2.173
ASHGA5P043981	9.766	-5.395
ASHGA5P043986	3.912	-2.637
ASHGA5P043987	2.967	0.817
ASHGA5P043989	8.245	0.671
ASHGA5P043991	5.851	-1.027
ASHGA5P043992	10.335	-3.83
ASHGA5P043994	10.849	-2.453
ASHGA5P043995	10.838	-2.347
ASHGA5P043998	2.866	0.928
ASHGA5P043999	9.264	-3.038
ASHGA5P044001	12.001	-1.065
ASHGA5P044003	5.226	-1.359
ASHGA5P044006	11.659	-0.908
ASHGA5P044007	2.967	1.141
ASHGA5P044008	5.547	1.119
ASHGA5P044009	6.546	0.671
ASHGA5P044010	13.238	-1.745
ASHGA5P044011	6.989	-1.103
ASHGA5P044013	3.991	0.96
ASHGA5P044015	5.506	2.896
ASHGA5P044018	9.615	-1.064
ASHGA5P044019	5.772	1.659
ASHGA5P044020	6.131	5.765
ASHGA5P044023	6.093	4.337
ASHGA5P044024	3.414	-1.357
ASHGA5P044026	4.569	-1.187
ASHGA5P044027	2.882	0.971
ASHGA5P044029	11.695	0.548
ASHGA5P044031	8.507	1.48
ASHGA5P044032	11.977	1.017
ASHGA5P044035	3.137	1.48
ASHGA5P044038	3.487	-1.835
ASHGA5P044040	7.235	-1.79
ASHGA5P044044	2.749	0.704
ASHGA5P044045	7.149	-0.587
ASHGA5P044048	8.126	1.767
ASHGA5P044049	8.909	0.889
ASHGA5P044052	7.385	1.494
ASHGA5P044053	9.291	-2.62
ASHGA5P044054	3.374	-1.441
ASHGA5P044057	4.627	-2.188
ASHGA5P044060	6.063	-5.666
ASHGA5P044061	2.645	0.485
ASHGA5P044063	3.034	1.237
ASHGA5P044066	4.351	1.685
ASHGA5P044067	3.13	1.467
ASHGA5P044071	10.76	0.674
ASHGA5P044074	5.796	1.347
ASHGA5P044075	12.827	2.255
ASHGA5P044077	3.291	1.78
ASHGA5P044079	4.457	1.415
ASHGA5P044081	10.426	-0.79
ASHGA5P044083	5.953	-2.717
ASHGA5P044084	8.409	2.393
ASHGA5P044086	5.479	1.184
ASHGA5P044088	11.168	0.561
ASHGA5P044089	9.141	-1.192
ASHGA5P044090	9.077	-1.868
ASHGA5P044091	8.02	-10.934
ASHGA5P044093	6.141	-6.033
ASHGA5P044095	7.971	0.466
ASHGA5P044097	8.443	1.14
ASHGA5P044098	3.617	-1.215
ASHGA5P044100	6.702	-2.442
ASHGA5P044101	7.141	2.002
ASHGA5P044103	6.404	-3.626
ASHGA5P044104	3.105	1.36
ASHGA5P044107	6.728	0.678
ASHGA5P044109	6.491	2.384
ASHGA5P044112	7.279	-0.418
ASHGA5P044114	3.223	-1.344
ASHGA5P044116	9.559	-0.356
ASHGA5P044118	6.999	-2.279
ASHGA5P044119	6.063	-3.438
ASHGA5P044121	6.798	-0.41
ASHGA5P044122	3.393	-0.866
ASHGA5P044123	2.996	0.914
ASHGA5P044127	6.552	0.633
ASHGA5P044128	3.048	1.293
ASHGA5P044129	6.024	1.703
ASHGA5P044131	8.662	0.553
ASHGA5P044135	9.069	3.14
ASHGA5P044137	4.568	1.263
ASHGA5P044138	4.161	1.966
ASHGA5P044139	4.517	-0.935
ASHGA5P044140	5.949	-0.725
ASHGA5P044141	7.499	0.799
ASHGA5P044142	3.455	-1.378
ASHGA5P044144	6.992	0.731
ASHGA5P044145	9.125	1.205
ASHGA5P044146	6.589	-1.226
ASHGA5P044147	2.692	0.565
ASHGA5P044149	2.661	0.528
ASHGA5P044151	5.057	3.467
ASHGA5P044153	9.283	0.613
ASHGA5P044154	7.813	1.153
ASHGA5P044155	8.785	-2.024
ASHGA5P044156	6.638	-0.57
ASHGA5P044157	7.525	-1.149
ASHGA5P044158	7.8	-1.843
ASHGA5P044159	7.433	0.697
ASHGA5P044160	4.75	1.736
ASHGA5P044162	10.741	1.508
ASHGA5P044164	3.908	1.973
ASHGA5P044166	4.824	-2.415
ASHGA5P044168	7.134	-3.462
ASHGA5P044170	6.15	1.709
ASHGA5P044172	3.033	1.268
ASHGA5P044173	4.21	-0.818
ASHGA5P044174	6.707	0.971
ASHGA5P044176	9.209	1.308
ASHGA5P044178	2.977	1.038
ASHGA5P044180	3.273	-1.444
ASHGA5P044182	2.643	0.492
ASHGA5P044183	9.278	-1.858
ASHGA5P044190	8.393	0.588
ASHGA5P044191	4.676	0.908
ASHGA5P044194	4.867	0.631
ASHGA5P044195	2.862	0.898
ASHGA5P044196	7.388	1.494
ASHGA5P044197	2.973	0.808
ASHGA5P044198	7.219	1.042
ASHGA5P044200	6.084	-4.502
ASHGA5P044201	3.055	1.051
ASHGA5P044202	6.827	6.345
ASHGA5P044205	12.487	0.58
ASHGA5P044206	9.993	5.295
ASHGA5P044207	5.284	2.17
ASHGA5P044208	9.753	0.908
ASHGA5P044209	7.268	0.766
ASHGA5P044211	5.586	5.051
ASHGA5P044212	5.238	0.469
ASHGA5P044213	3.131	-1.081
ASHGA5P044214	6.54	-1.209
ASHGA5P044215	8.575	-1.668
ASHGA5P044219	4.623	-1.824
ASHGA5P044221	5.887	-4.499
ASHGA5P044222	9.071	2.563
ASHGA5P044223	2.981	-0.858
ASHGA5P044225	7.835	-0.845
ASHGA5P044230	4.867	1.235
ASHGA5P044232	6.339	0.646
ASHGA5P044237	9.44	-1.115
ASHGA5P044238	4.911	-2.703
ASHGA5P044239	5.018	-4.192
ASHGA5P044240	5.905	-3.173
ASHGA5P044241	11.772	-1.44
ASHGA5P044242	5.733	-0.676
ASHGA5P044244	9.702	-0.43
ASHGA5P044246	15.698	-1.52
ASHGA5P044247	7.863	-4.27
ASHGA5P044248	7.808	0.797
ASHGA5P044249	6.475	1.894
ASHGA5P044250	7.838	0.748
ASHGA5P044251	3.021	1.249
ASHGA5P044252	2.753	0.661
ASHGA5P044253	6.311	4.296
ASHGA5P044254	8.59	-1.113
ASHGA5P044258	5.938	0.559
ASHGA5P044260	3.288	-1.471
ASHGA5P044261	7.927	1.581
ASHGA5P044264	5.787	-1.737
ASHGA5P044265	9.183	-1.978
ASHGA5P044266	5.603	-1.094
ASHGA5P044269	4.925	0.964
ASHGA5P044270	10.982	2.082
ASHGA5P044271	7.094	2.995
ASHGA5P044272	5.01	-1.016
ASHGA5P044273	3.964	0.636
ASHGA5P044275	5.608	1.339
ASHGA5P044276	3.915	1.927
ASHGA5P044277	3.343	-1.58
ASHGA5P044279	4.558	2.631
ASHGA5P044281	2.9	1.007
ASHGA5P044287	2.867	0.615
ASHGA5P044289	5.583	-0.881
ASHGA5P044291	3.724	-1.836
ASHGA5P044292	7.218	1.769
ASHGA5P044293	2.795	0.797
ASHGA5P044294	6.31	-1.371
ASHGA5P044295	9.561	0.702
ASHGA5P044296	13.27	-0.744
ASHGA5P044299	3.922	-1.875
ASHGA5P044300	2.968	1.143
ASHGA5P044302	3.591	-2.044
ASHGA5P044304	2.818	0.713
ASHGA5P044307	5.577	-1.034
ASHGA5P044308	7.77	0.643
ASHGA5P044309	10.541	-0.62
ASHGA5P044310	7.62	-2.66
ASHGA5P044311	7.106	-2.911
ASHGA5P044313	5.552	0.832
ASHGA5P044314	8.643	2
ASHGA5P044315	2.786	0.631
ASHGA5P044317	2.973	1.023
ASHGA5P044318	3	0.992
ASHGA5P044322	7.751	0.927
ASHGA5P044325	5.622	0.498
ASHGA5P044326	6.703	0.752
ASHGA5P044327	9.284	1.452
ASHGA5P044328	2.919	1.045
ASHGA5P044329	4.231	-1.605
ASHGA5P044333	3.199	-1.273
ASHGA5P044335	2.729	0.664
ASHGA5P044336	6.052	-0.543
ASHGA5P044337	6.912	0.973
ASHGA5P044340	2.922	1.039
ASHGA5P044341	11.359	0.466
ASHGA5P044343	3.083	1.326
ASHGA5P044346	7.322	-5.456
ASHGA5P044347	6.856	-4.789
ASHGA5P044348	7.317	-3.725
ASHGA5P044349	5.612	4.678
ASHGA5P044354	4.049	3.305
ASHGA5P044355	4.945	-3.591
ASHGA5P044357	6.446	-0.913
ASHGA5P044358	8.78	-0.817
ASHGA5P044359	11.272	5.821
ASHGA5P044366	7.536	-3.724
ASHGA5P044369	5.43	2.997
ASHGA5P044372	6.232	-1.74
ASHGA5P044373	9.376	-1.976
ASHGA5P044374	3.924	-1.102
ASHGA5P044375	6.172	2.553
ASHGA5P044376	4.471	1.938
ASHGA5P044378	6.824	-1.281
ASHGA5P044379	5.924	1.946
ASHGA5P044380	9.374	1.934
ASHGA5P044381	5.218	1.764
ASHGA5P044382	5.206	1.49
ASHGA5P044383	2.989	0.941
ASHGA5P044384	2.592	0.373
ASHGA5P044385	5.316	1.452
ASHGA5P044386	3.194	1.583
ASHGA5P044387	2.716	0.465
ASHGA5P044389	13.411	0.623
ASHGA5P044392	4.399	-2.766
ASHGA5P044393	2.8	0.795
ASHGA5P044398	3.916	1.492
ASHGA5P044399	8.238	0.67
ASHGA5P044403	4.221	2.916
ASHGA5P044405	4.911	0.687
ASHGA5P044406	3.384	-0.637
ASHGA5P044408	10.835	-2
ASHGA5P044411	2.806	0.819
ASHGA5P044412	7.82	-0.768
ASHGA5P044413	7.707	-1.371
ASHGA5P044414	8.213	0.348
ASHGA5P044416	3.97	-1.816
ASHGA5P044419	6.925	0.522
ASHGA5P044421	4.391	-1.527
ASHGA5P044425	13.216	0.737
ASHGA5P044428	6.805	0.788
ASHGA5P044430	10.565	3.554
ASHGA5P044435	6.802	0.652
ASHGA5P044436	4.505	-3.898
ASHGA5P044438	6.637	1.866
ASHGA5P044440	6.231	1.125
ASHGA5P044441	8.248	-1.862
ASHGA5P044442	7.072	-2.159
ASHGA5P044443	8.053	-2.488
ASHGA5P044444	4.007	-1.815
ASHGA5P044446	7.543	-1.389
ASHGA5P044447	4.997	-3.925
ASHGA5P044448	7.772	0.828
ASHGA5P044449	6.1	0.688
ASHGA5P044450	8.491	-0.861
ASHGA5P044452	2.804	0.815
ASHGA5P044454	3.109	-0.637
ASHGA5P044455	4.055	-0.96
ASHGA5P044456	4.578	1.035
ASHGA5P044457	5.475	-0.426
ASHGA5P044458	5.343	-1.513
ASHGA5P044460	6.292	-0.616
ASHGA5P044461	4.348	-2.175
ASHGA5P044462	3.091	1.332
ASHGA5P044463	5.348	-4.193
ASHGA5P044464	3.285	1.77
ASHGA5P044465	5.257	2.341
ASHGA5P044468	6.12	-1.661
ASHGA5P044469	2.98	1.154
ASHGA5P044474	2.965	0.841
ASHGA5P044477	7.883	-0.467
ASHGA5P044478	6.405	0.496
ASHGA5P044479	7.714	2.412
ASHGA5P044482	6.656	0.585
ASHGA5P044486	4.486	2.548
ASHGA5P044487	12.61	-0.925
ASHGA5P044488	4.975	-2.963
ASHGA5P044489	8.311	-3.206
ASHGA5P044494	3.366	1.928
ASHGA5P044496	7.957	-2.429
ASHGA5P044498	5.828	-1.262
ASHGA5P044499	4.46	2.398
ASHGA5P044503	3.772	-1.48
ASHGA5P044510	2.909	1.013
ASHGA5P044512	9.128	-1.336
ASHGA5P044514	14.283	1.392
ASHGA5P044516	3.374	-1.277
ASHGA5P044520	4.306	-1.072
ASHGA5P044521	2.968	1.13
ASHGA5P044523	3.046	1.23
ASHGA5P044525	5.645	-1.365
ASHGA5P044526	9.517	-0.615
ASHGA5P044527	3.043	-0.642
ASHGA5P044528	3.109	-1.096
ASHGA5P044530	6.825	1.347
ASHGA5P044531	2.663	0.532
ASHGA5P044532	2.812	0.83
ASHGA5P044535	4.748	2.395
ASHGA5P044536	7.254	1.042
ASHGA5P044538	6.506	0.949
ASHGA5P044541	8.326	0.892
ASHGA5P044542	6.758	1.501
ASHGA5P044543	8.412	0.824
ASHGA5P044544	8.153	-0.681
ASHGA5P044545	9.38	0.659
ASHGA5P044546	13.002	-1.016
ASHGA5P044549	11.538	-0.661
ASHGA5P044550	3.847	-2.253
ASHGA5P044551	4.804	-1.638
ASHGA5P044554	5.584	0.936
ASHGA5P044556	14.245	-1.018
ASHGA5P044557	9.913	-3.089
ASHGA5P044558	7.875	1.739
ASHGA5P044561	8.458	1.794
ASHGA5P044562	8.547	-0.454
ASHGA5P044563	7.156	-4.036
ASHGA5P044564	6.824	-0.625
ASHGA5P044565	7.375	0.671
ASHGA5P044566	8.852	-4.59
ASHGA5P044567	7.872	1.31
ASHGA5P044569	5.528	0.704
ASHGA5P044572	8.597	0.404
ASHGA5P044573	11.586	2.649
ASHGA5P044574	6.426	-0.665
ASHGA5P044578	10.439	-0.542
ASHGA5P044580	9.116	0.538
ASHGA5P044581	9.106	0.878
ASHGA5P044582	8.895	-0.918
ASHGA5P044584	7.293	1.761
ASHGA5P044590	10.819	1.207
ASHGA5P044591	7.594	0.487
ASHGA5P044592	7.236	-0.818
ASHGA5P044594	10.318	0.518
ASHGA5P044595	9.156	-0.732
ASHGA5P044598	5.65	1.407
ASHGA5P044599	11.739	1.009
ASHGA5P044600	8.942	-0.585
ASHGA5P044602	4.722	0.471
ASHGA5P044603	3.194	-1.284
ASHGA5P044604	8.637	1.414
ASHGA5P044605	10.318	1.844
ASHGA5P044606	4.641	2.428
ASHGA5P044607	4.079	-1.956
ASHGA5P044609	7.521	-3.121
ASHGA5P044610	5.563	4.627
ASHGA5P044611	5.467	1.083
ASHGA5P044617	5.878	-1.241
ASHGA5P044621	7.099	1.285
ASHGA5P044622	7.282	1.92
ASHGA5P044627	5.101	1.031
ASHGA5P044628	7.177	-1.886
ASHGA5P044632	9.079	3.378
ASHGA5P044633	7.33	0.893
ASHGA5P044634	2.878	0.629
ASHGA5P044635	8.401	-0.833
ASHGA5P044639	6.485	1.029
ASHGA5P044642	2.796	0.582
ASHGA5P044643	7.999	1.266
ASHGA5P044644	6.83	0.383
ASHGA5P044645	7.775	1.06
ASHGA5P044652	6.126	-1.312
ASHGA5P044654	6.267	2.427
ASHGA5P044656	5.682	-0.824
ASHGA5P044661	7.464	1.095
ASHGA5P044662	4.797	1.95
ASHGA5P044663	8.762	5.039
ASHGA5P044666	12.68	0.434
ASHGA5P044668	8.58	0.976
ASHGA5P044673	6.285	3.789
ASHGA5P044675	6.58	-3.299
ASHGA5P044676	6.081	-2.211
ASHGA5P044679	7.608	-1.98
ASHGA5P044680	3.045	0.851
ASHGA5P044681	3.948	0.571
ASHGA5P044682	5.095	-0.885
ASHGA5P044684	3.959	-1.164
ASHGA5P044685	2.967	1.141
ASHGA5P044686	4.394	-2.531
ASHGA5P044688	8.491	3.501
ASHGA5P044690	3.024	0.787
ASHGA5P044691	8.949	-0.703
ASHGA5P044693	6.097	1.619
ASHGA5P044696	8.651	1.813
ASHGA5P044697	4.666	0.858
ASHGA5P044698	10.1	1.815
ASHGA5P044702	6.983	0.347
ASHGA5P044703	7.332	-0.544
ASHGA5P044704	6.449	-0.442
ASHGA5P044705	3.809	0.904
ASHGA5P044707	9.894	-3.076
ASHGA5P044710	4.627	-2.734
ASHGA5P044712	12.687	0.418
ASHGA5P044715	3.574	-1.357
ASHGA5P044716	3.078	1.353
ASHGA5P044718	5.034	-2.889
ASHGA5P044719	7.164	-2.331
ASHGA5P044720	10.254	-0.941
ASHGA5P044721	3.38	-0.538
ASHGA5P044724	15.316	-0.737
ASHGA5P044725	7.595	1.658
ASHGA5P044726	6.741	-0.556
ASHGA5P044728	6.611	1.339
ASHGA5P044730	5.194	-1.142
ASHGA5P044732	3.026	1.255
ASHGA5P044734	3.69	-2.26
ASHGA5P044738	3.686	-1.33
ASHGA5P044740	2.867	0.813
ASHGA5P044741	8.578	1.3
ASHGA5P044743	3.036	-0.967
ASHGA5P044744	8.978	-1.893
ASHGA5P044747	2.979	0.9
ASHGA5P044748	2.912	1.018
ASHGA5P044749	6.531	0.68
ASHGA5P044755	9.219	0.96
ASHGA5P044756	9.434	0.612
ASHGA5P044758	7.571	1.691
ASHGA5P044759	9.53	0.796
ASHGA5P044762	2.851	0.898
ASHGA5P044765	6.641	0.58
ASHGA5P044768	9.158	-1.062
ASHGA5P044769	8.783	1.889
ASHGA5P044770	7.31	-2.447
ASHGA5P044771	7.049	0.936
ASHGA5P044775	3.544	1.78
ASHGA5P044778	9.521	-0.777
ASHGA5P044780	3.839	-1.405
ASHGA5P044782	3.002	0.885
ASHGA5P044783	6.527	-0.661
ASHGA5P044785	2.681	0.504
ASHGA5P044786	10.486	-5.339
ASHGA5P044787	9.053	0.519
ASHGA5P044788	7.924	-0.734
ASHGA5P044791	5.851	1.416
ASHGA5P044795	7.144	-1.32
ASHGA5P044796	2.875	0.957
ASHGA5P044797	5.323	1.48
ASHGA5P044798	3.263	1.72
ASHGA5P044800	3.107	-1.114
ASHGA5P044802	7.952	0.876
ASHGA5P044803	9.297	0.857
ASHGA5P044805	8.498	2.345
ASHGA5P044809	3.014	1.201
ASHGA5P044811	8.444	0.655
ASHGA5P044813	7.849	1.745
ASHGA5P044814	7.998	3.084
ASHGA5P044815	8.572	-0.673
ASHGA5P044816	5.792	1.178
ASHGA5P044817	8.599	1.323
ASHGA5P044819	9.961	1.048
ASHGA5P044820	3.589	1.488
ASHGA5P044821	10.528	-1.188
ASHGA5P044823	9.154	-0.72
ASHGA5P044824	3.237	-1.124
ASHGA5P044825	4.789	-3.24
ASHGA5P044826	6.087	-3.326
ASHGA5P044828	3.081	1.359
ASHGA5P044830	2.82	0.847
ASHGA5P044834	4.791	3.032
ASHGA5P044835	3.352	-1.603
ASHGA5P044836	5.744	-1.175
ASHGA5P044837	12.807	-1.777
ASHGA5P044839	9.778	0.753
ASHGA5P044841	12.769	-1.037
ASHGA5P044842	9.978	1.988
ASHGA5P044843	6.262	0.584
ASHGA5P044844	4.587	2.158
ASHGA5P044846	3.815	-2.319
ASHGA5P044847	2.92	-0.715
ASHGA5P044850	3.861	-1.083
ASHGA5P044853	5.331	1.638
ASHGA5P044854	3.14	-1.173
ASHGA5P044856	8.758	-1.122
ASHGA5P044858	2.876	0.959
ASHGA5P044859	3.015	1.197
ASHGA5P044861	9.211	0.533
ASHGA5P044863	7.762	-0.876
ASHGA5P044865	6.377	-0.332
ASHGA5P044870	4.637	-2.739
ASHGA5P044871	4.072	-1.654
ASHGA5P044872	4.254	-1.777
ASHGA5P044875	8.427	1.736
ASHGA5P044876	5.893	0.708
ASHGA5P044878	8.117	-1.182
ASHGA5P044879	7.563	0.81
ASHGA5P044881	2.823	0.8
ASHGA5P044882	12.352	1.284
ASHGA5P044884	2.931	1.069
ASHGA5P044885	5.375	-0.697
ASHGA5P044886	3.837	-1.4
ASHGA5P044887	3.069	1.037
ASHGA5P044889	10.597	1.753
ASHGA5P044891	8.349	-2.119
ASHGA5P044894	2.906	1.018
ASHGA5P044895	7.012	2.129
ASHGA5P044898	16.183	-3.071
ASHGA5P044900	3.311	-0.582
ASHGA5P044902	6.973	-3.22
ASHGA5P044904	7.469	-0.852
ASHGA5P044905	4.152	-2.057
ASHGA5P044906	3.102	1.399
ASHGA5P044907	5.771	2.289
ASHGA5P044908	8.439	-6.712
ASHGA5P044909	5.863	-5.451
ASHGA5P044912	2.779	0.759
ASHGA5P044913	5.827	1.506
ASHGA5P044914	3.576	2.352
ASHGA5P044916	6.668	0.912
ASHGA5P044918	5.279	-0.516
ASHGA5P044920	4.017	3.241
ASHGA5P044921	5.579	2.096
ASHGA5P044924	4.619	-2.257
ASHGA5P044927	9.358	1.296
ASHGA5P044928	9.098	-4.014
ASHGA5P044929	8.324	0.852
ASHGA5P044931	4.473	-1.47
