ID	log2Exp	log2FC
ASHGA5P001215	7.711	-3.075
ASHGA5P001216	5.07	-3.604
ASHGA5P001217	13.134	0.606
ASHGA5P001218	8.757	-1.937
ASHGA5P001219	11.064	0.625
ASHGA5P001220	6.413	7.27
ASHGA5P001221	7.096	-1.573
ASHGA5P001222	9.568	1.349
ASHGA5P001223	7.423	1.346
ASHGA5P001225	8.048	0.961
ASHGA5P001226	3.44	0.988
ASHGA5P001227	7.539	-1.336
ASHGA5P001229	4.552	1.905
ASHGA5P001230	6.505	-0.66
ASHGA5P001231	7.187	0.822
ASHGA5P001232	7.162	0.511
ASHGA5P001235	14.195	1.852
ASHGA5P001236	6.187	1.262
ASHGA5P001237	16.822	1.041
ASHGA5P001239	6.361	-2.615
ASHGA5P001240	7.608	0.928
ASHGA5P001242	10.049	-0.296
ASHGA5P001243	11.888	-2.591
ASHGA5P001244	11.262	-1.407
ASHGA5P001246	5.734	0.364
ASHGA5P001247	10.475	-1.404
ASHGA5P001249	9.272	-2.978
ASHGA5P001253	6.502	-2.314
ASHGA5P001254	13.124	1.469
ASHGA5P001255	13.556	-0.436
ASHGA5P001256	10.621	-0.667
ASHGA5P001257	8.063	0.901
ASHGA5P001258	8.136	1.84
ASHGA5P001259	6.259	0.94
ASHGA5P001260	8.015	-1.85
ASHGA5P001261	11.36	1.488
ASHGA5P001263	8.111	-0.613
ASHGA5P001264	9.165	-0.462
ASHGA5P001265	5.773	-4.697
ASHGA5P001266	7.51	-1.113
ASHGA5P001267	8.107	-1.528
ASHGA5P001268	13.407	-1.986
ASHGA5P001269	7.49	-2.027
ASHGA5P001270	9.737	-1.215
ASHGA5P001271	10.84	-0.283
ASHGA5P001272	10.475	-1.618
ASHGA5P001273	6.146	-0.997
ASHGA5P001274	12.873	0.483
ASHGA5P001275	10.465	4.902
ASHGA5P001278	12.763	-2.71
ASHGA5P001279	5.737	-3.25
ASHGA5P001281	9.964	0.399
ASHGA5P001282	4.684	1.032
ASHGA5P001284	7.37	1.862
ASHGA5P001286	6.46	0.814
ASHGA5P001288	12.219	1.262
ASHGA5P001289	13.455	1.182
ASHGA5P001291	2.767	0.786
ASHGA5P001292	7.018	-2.64
ASHGA5P001293	11.487	-1.672
ASHGA5P001295	5.249	1.144
ASHGA5P001298	8.422	-2.58
ASHGA5P001299	4.982	-4.846
ASHGA5P001300	4.994	2.738
ASHGA5P001302	10.669	1.329
ASHGA5P001303	5.884	-0.676
ASHGA5P001304	12.585	-4.454
ASHGA5P001305	15.75	-2.94
ASHGA5P001306	7.165	0.869
ASHGA5P001307	11.902	-3.043
ASHGA5P001308	9.903	-0.75
ASHGA5P001309	8.005	-1.014
ASHGA5P001310	12.039	-1.184
ASHGA5P001311	8.778	1.114
ASHGA5P001313	7.07	-3.551
ASHGA5P001315	9.199	0.987
ASHGA5P001316	6.809	-4.909
ASHGA5P001317	7.084	-2.74
ASHGA5P001318	9.376	-1.273
ASHGA5P001319	13.728	0.897
ASHGA5P001322	6.029	-0.862
ASHGA5P001324	7.71	-2.867
ASHGA5P001326	12.766	1.827
ASHGA5P001327	5.233	-0.609
ASHGA5P001328	8.743	-1.168
ASHGA5P001329	5.37	-3.165
ASHGA5P001330	14.22	0.344
ASHGA5P001333	6.147	0.684
ASHGA5P001336	7.829	-3.167
ASHGA5P001338	7.079	-1.469
ASHGA5P001339	8.208	0.884
ASHGA5P001341	6.888	-0.51
ASHGA5P001346	6.403	-2.301
ASHGA5P001347	7.84	-4.151
ASHGA5P001348	9.063	1.44
ASHGA5P001349	8.721	0.58
ASHGA5P001350	6.366	-2.04
ASHGA5P001351	7.125	0.811
ASHGA5P001353	6.081	1.126
ASHGA5P001354	10.101	-0.906
ASHGA5P001355	7.573	-0.76
ASHGA5P001357	5.254	1.411
ASHGA5P001358	9.475	-3.117
ASHGA5P001359	8.663	-2.217
ASHGA5P001360	9.537	-1.705
ASHGA5P001362	10.117	-2.711
ASHGA5P001363	12.534	-2.676
ASHGA5P001364	7.079	1.25
ASHGA5P001365	8.128	-4.194
ASHGA5P001366	13.658	1.853
ASHGA5P001367	6.527	-1.377
ASHGA5P001368	5.831	1.212
ASHGA5P001369	8.417	-1.347
ASHGA5P001370	11.955	-0.846
ASHGA5P001371	7.563	-2.433
ASHGA5P001373	4.877	1.026
ASHGA5P001374	4.909	-0.643
ASHGA5P001375	5.678	-3.104
ASHGA5P001376	10.288	-1.564
ASHGA5P001377	7.699	-2.644
ASHGA5P001379	7.791	1.204
ASHGA5P001380	5.681	-2.617
ASHGA5P001381	7.68	2.049
ASHGA5P001382	12.161	0.786
ASHGA5P001386	5.94	0.925
ASHGA5P001387	6.082	0.575
ASHGA5P001388	6.642	1.6
ASHGA5P001389	8.817	-0.867
ASHGA5P001390	7.001	-2.402
ASHGA5P001391	6.884	0.401
ASHGA5P001392	11.116	-0.785
ASHGA5P001393	8.733	0.414
ASHGA5P001395	6.637	-2.464
ASHGA5P001397	11.259	-3.344
ASHGA5P001398	13.594	-0.631
ASHGA5P001399	5.872	-1.058
ASHGA5P001400	7.452	-3.765
ASHGA5P001401	10.415	1.446
ASHGA5P001402	5.525	0.546
ASHGA5P001403	3.38	-0.747
ASHGA5P001406	11.703	1.337
ASHGA5P001407	5.916	-1.32
ASHGA5P001408	11.064	1.197
ASHGA5P001410	8.316	-1.982
ASHGA5P001411	6.505	-5.561
ASHGA5P001413	6.826	0.904
ASHGA5P001414	5.144	-2.219
ASHGA5P001415	4.361	-3.608
ASHGA5P001417	9.873	-2.859
ASHGA5P001418	7.008	-3.298
ASHGA5P001419	4.961	-3.435
ASHGA5P001420	3.804	-1.295
ASHGA5P001422	6.933	-1.034
ASHGA5P001423	12.007	-1.065
ASHGA5P001424	7.193	-1.56
ASHGA5P001425	2.749	0.75
ASHGA5P001426	13.145	-1.776
ASHGA5P001427	8.214	0.916
ASHGA5P001429	9.221	1.943
ASHGA5P001430	5.074	0.776
ASHGA5P001431	11.068	-0.567
ASHGA5P001433	6.48	0.923
ASHGA5P001436	5.906	-2.083
ASHGA5P001438	5.003	-2.854
ASHGA5P001439	8.624	-2.236
ASHGA5P001440	11.11	-2.039
ASHGA5P001442	5.892	-1.514
ASHGA5P001445	8.196	0.723
ASHGA5P001446	10.259	0.626
ASHGA5P001447	4.982	-2.428
ASHGA5P001448	10.833	-1.164
ASHGA5P001449	4.637	-3.118
ASHGA5P001451	11.762	0.628
ASHGA5P001452	7.64	-0.601
ASHGA5P001453	13.735	0.549
ASHGA5P001454	4.789	-3.724
ASHGA5P001456	13.775	-0.461
ASHGA5P001457	3.449	-1.598
ASHGA5P001458	7.243	-4.825
ASHGA5P001459	3.991	-2.882
ASHGA5P001460	5.875	0.479
ASHGA5P001461	11.261	1.372
ASHGA5P001462	8.344	-1.33
ASHGA5P001463	13.282	-1.049
ASHGA5P001464	11.766	-0.791
ASHGA5P001466	8.656	-3.017
ASHGA5P001467	11.776	1.091
ASHGA5P001469	5.335	-1.467
ASHGA5P001470	8.468	-5.383
ASHGA5P001471	14.474	0.542
ASHGA5P001472	6.022	-1.065
ASHGA5P001473	8.157	1.149
ASHGA5P001474	6.175	-6.104
ASHGA5P001475	8.128	-1.953
ASHGA5P001476	8.921	-3.261
ASHGA5P001477	10.995	2.194
ASHGA5P001478	11.038	-1.891
ASHGA5P001479	4.04	-1.281
ASHGA5P001480	16.095	-1.439
ASHGA5P001481	7.656	-1.976
ASHGA5P001484	4.06	-1.284
ASHGA5P001485	4.686	-1.861
ASHGA5P001486	7.472	-0.727
ASHGA5P001487	15.416	0.632
ASHGA5P001488	9.022	-3.293
ASHGA5P001489	8.694	-0.569
ASHGA5P001490	7.706	-2.368
ASHGA5P001491	10.645	1.824
ASHGA5P001493	8.932	1.693
ASHGA5P001494	12.321	-2.805
ASHGA5P001495	5.531	1.055
ASHGA5P001496	6.175	0.895
ASHGA5P001497	11.094	1.239
ASHGA5P001499	8.292	7.021
ASHGA5P001500	9.055	-1.215
ASHGA5P001501	2.902	1.036
ASHGA5P001502	10.148	-0.397
ASHGA5P001503	10.396	-2.183
ASHGA5P001505	5.36	-4.101
ASHGA5P001506	7.702	-2.742
ASHGA5P001508	14.715	-1.441
ASHGA5P001509	12.032	-2.705
ASHGA5P001510	7.631	-2.834
ASHGA5P001511	7.413	-2.136
ASHGA5P001512	5.056	1.05
ASHGA5P001513	6.414	-2.197
ASHGA5P001514	11.007	-1.229
ASHGA5P001516	9.973	-2.199
ASHGA5P001517	4.977	-3.484
ASHGA5P001518	3.007	1.265
ASHGA5P001520	5.113	-1.889
ASHGA5P001521	11.722	1.122
ASHGA5P001522	6.99	0.406
ASHGA5P001523	10.644	0.948
ASHGA5P001524	14.488	-3.557
ASHGA5P001525	11.65	-0.758
ASHGA5P001526	8.182	1.932
ASHGA5P001529	4.766	1.872
ASHGA5P001530	7.046	-2.192
ASHGA5P001531	14.066	1.469
ASHGA5P001533	5.179	-3.652
ASHGA5P001534	10.168	-1.941
ASHGA5P001535	11.389	-1.55
ASHGA5P001536	6.963	2.042
ASHGA5P001537	7.074	1.452
ASHGA5P001538	12.037	-2.476
ASHGA5P001540	9.245	3.228
ASHGA5P001542	5.904	-1.497
ASHGA5P001543	10.642	-1.33
ASHGA5P001544	7.009	-0.71
ASHGA5P001545	4.907	-2.258
ASHGA5P001546	4.633	-4.157
ASHGA5P001547	11.424	-1.219
ASHGA5P001548	4.129	-3.153
ASHGA5P001549	9.939	-1.289
ASHGA5P001550	7.862	1.065
ASHGA5P001552	5.206	-4.393
ASHGA5P001553	7.399	-0.801
ASHGA5P001555	2.992	1.081
ASHGA5P001559	7.686	0.823
ASHGA5P001560	11.607	1.492
ASHGA5P001561	4.168	0.45
ASHGA5P001563	10.144	0.467
ASHGA5P001565	14.321	1.646
ASHGA5P001566	7.9	-2.315
ASHGA5P001570	5.085	-1.551
ASHGA5P001571	8.715	-0.886
ASHGA5P001572	9.128	-1.14
ASHGA5P001573	3.874	-2.647
ASHGA5P001575	6.411	-5.18
ASHGA5P001576	9.142	1.634
ASHGA5P001577	6.01	-0.805
ASHGA5P001578	7.069	-2.127
ASHGA5P001579	7.109	3.743
ASHGA5P001580	6.499	-2.72
ASHGA5P001581	8.253	-4.955
ASHGA5P001582	10.064	-3.956
ASHGA5P001583	2.569	0.388
ASHGA5P001584	6.987	-3.775
ASHGA5P001585	7.391	1.576
ASHGA5P001586	12.414	-1.617
ASHGA5P001587	13.619	-1.409
ASHGA5P001588	4.275	-3.201
ASHGA5P001589	11.957	1.716
ASHGA5P001590	6.512	-0.654
ASHGA5P001591	3.032	1.316
ASHGA5P001592	13.291	0.781
ASHGA5P001593	9.084	-2.769
ASHGA5P001595	7.831	-2.911
ASHGA5P001596	9.098	-1.554
ASHGA5P001597	7.369	-2.296
ASHGA5P001598	4.578	2.075
ASHGA5P001600	6.615	0.81
ASHGA5P001601	6.343	-0.716
ASHGA5P001602	10.966	-0.509
ASHGA5P001603	5.988	-0.682
ASHGA5P001604	7.376	-2.603
ASHGA5P001605	6.54	-1.263
ASHGA5P001608	4.871	-3.943
ASHGA5P001610	9.642	-0.877
ASHGA5P001611	12.979	-0.874
ASHGA5P001613	11.797	0.68
ASHGA5P001614	6.927	-3.237
ASHGA5P001615	4.514	-1.473
ASHGA5P001616	5.486	-2.607
ASHGA5P001617	6.027	-5.626
ASHGA5P001620	5.039	0.945
ASHGA5P001621	7.496	1.871
ASHGA5P001622	7.312	-2.168
ASHGA5P001623	11.944	2.659
ASHGA5P001624	6.171	-6.061
ASHGA5P001625	9.599	1.946
ASHGA5P001626	7.656	1.661
ASHGA5P001629	6.733	-2.893
ASHGA5P001630	9.101	-0.958
ASHGA5P001631	3.954	-1.244
ASHGA5P001636	3.239	1.492
ASHGA5P001637	9.091	-4.185
ASHGA5P001638	15.821	0.431
ASHGA5P001639	12.707	-1.369
ASHGA5P001640	8.548	-0.54
ASHGA5P001641	11.096	-1.063
ASHGA5P001642	5.189	-2.445
ASHGA5P001643	4.941	-2.83
ASHGA5P001645	6.307	0.661
ASHGA5P001646	10.078	-0.843
ASHGA5P001647	7.939	-1.206
ASHGA5P001648	6.549	1.841
ASHGA5P001649	8.034	-2.775
ASHGA5P001654	10.118	-3.84
ASHGA5P001656	5.812	-1.141
ASHGA5P001660	4.14	-1.675
ASHGA5P001661	9.877	-3.494
ASHGA5P001662	4.516	1.221
ASHGA5P001663	4.33	-1.555
ASHGA5P001664	7.97	1.613
ASHGA5P001665	6.829	-2.498
ASHGA5P001666	4.382	1.945
ASHGA5P001667	6.713	1.03
ASHGA5P001668	11.389	-0.945
ASHGA5P001669	2.924	-0.734
ASHGA5P001670	7.317	2.204
ASHGA5P001672	8.42	-0.767
ASHGA5P001673	9.259	-4.027
ASHGA5P001674	6.116	-2.582
ASHGA5P001675	6.422	-1.279
ASHGA5P001677	7.344	-0.659
ASHGA5P001678	6.12	-4.243
ASHGA5P001679	3.592	1.271
ASHGA5P001680	6.708	1.143
ASHGA5P001682	6.629	-2.121
ASHGA5P001683	8.195	0.766
ASHGA5P001684	6.729	0.95
ASHGA5P001686	11.203	-1.553
ASHGA5P001687	9.758	1.862
ASHGA5P001688	7.581	-1.495
ASHGA5P001689	6.525	-1.56
ASHGA5P001693	9.277	-0.672
ASHGA5P001696	10.323	0.774
ASHGA5P001698	7.42	0.797
ASHGA5P001699	6.695	-1.346
ASHGA5P001700	10.69	-3.542
ASHGA5P001701	5.539	-3.269
ASHGA5P001702	8.461	-2.261
ASHGA5P001704	3.204	1.456
ASHGA5P001705	10.79	0.748
ASHGA5P001707	5.882	-5.672
ASHGA5P001709	8.956	-0.812
ASHGA5P001710	7.253	1.802
ASHGA5P001711	13.33	-1.127
ASHGA5P001712	8.163	0.972
ASHGA5P001714	9.49	2.459
ASHGA5P001715	11.159	0.444
ASHGA5P001716	8.77	-3.296
ASHGA5P001717	7.424	-1.656
ASHGA5P001718	13.555	-1.501
ASHGA5P001719	9.054	-1.736
ASHGA5P001721	5.879	-1.121
ASHGA5P001722	12.239	-1.368
ASHGA5P001723	9.34	-1.612
ASHGA5P001725	6.174	1.417
ASHGA5P001726	7.669	3.078
ASHGA5P001727	8.265	4.143
ASHGA5P001729	8.808	1.483
ASHGA5P001731	9.605	-3.946
ASHGA5P001733	3.089	-0.963
ASHGA5P001734	8.542	-4.451
ASHGA5P001735	12.308	-3.949
ASHGA5P001736	7.611	-0.545
ASHGA5P001740	9.733	-0.31
ASHGA5P001741	9.648	-3.204
ASHGA5P001743	3.879	2.575
ASHGA5P001744	7.711	-2.328
ASHGA5P001747	11.706	-1.563
ASHGA5P001748	12.386	1.107
ASHGA5P001749	6.577	1.111
ASHGA5P001751	7.44	0.962
ASHGA5P001752	8.8	-2.638
ASHGA5P001753	5.433	-5.761
ASHGA5P001755	10.581	-1.008
ASHGA5P001756	3.295	-1.162
ASHGA5P001757	12.726	-0.46
ASHGA5P001758	8.16	0.59
ASHGA5P001761	4.094	-3.008
ASHGA5P001763	10.603	-1.553
ASHGA5P001764	12.765	0.781
ASHGA5P001765	4.59	3.259
ASHGA5P001766	5.078	-1.411
ASHGA5P001768	11.984	-0.881
ASHGA5P001769	5.701	-0.849
ASHGA5P001770	12.151	-4.684
ASHGA5P001771	5.261	-3.044
ASHGA5P001772	2.628	0.507
ASHGA5P001775	13.598	5.827
ASHGA5P001776	13.281	1.172
ASHGA5P001777	8.772	-0.328
ASHGA5P001778	10.622	-2.464
ASHGA5P001780	9.253	1.342
ASHGA5P001781	7.419	-1.969
ASHGA5P001782	5.834	1.121
ASHGA5P001783	4.221	-2.482
ASHGA5P001785	6.914	-2.65
ASHGA5P001786	10.541	0.609
ASHGA5P001787	18.014	0.282
ASHGA5P001788	11.677	0.895
ASHGA5P001790	10.226	-1.287
ASHGA5P001793	7.304	-0.486
ASHGA5P001794	7.975	-2.614
ASHGA5P001795	4.18	-2.399
ASHGA5P001798	8.97	-1.181
ASHGA5P001801	8.786	-2.856
ASHGA5P001803	12.014	0.868
ASHGA5P001804	11.701	1.696
ASHGA5P001806	4.022	-2.893
ASHGA5P001807	8.078	-2.21
ASHGA5P001808	7.121	1.139
ASHGA5P001809	6.81	0.43
ASHGA5P001810	6.97	-1.569
ASHGA5P001811	11.162	1.107
ASHGA5P001812	5.111	-0.484
ASHGA5P001813	6.225	0.681
ASHGA5P001814	6.949	0.922
ASHGA5P001815	6.68	1.119
ASHGA5P001817	4.866	-2.696
ASHGA5P001818	9.219	-1.067
ASHGA5P001819	6.575	1.781
ASHGA5P001820	13.227	-1.659
ASHGA5P001823	9.794	1.941
ASHGA5P001824	4.552	1.143
ASHGA5P001826	2.916	1.038
ASHGA5P001827	8.612	-1.077
ASHGA5P001828	9.298	-1.732
ASHGA5P001830	8.437	-3.257
ASHGA5P001832	7.724	-1.299
ASHGA5P001833	7.672	1.04
ASHGA5P001834	8.395	-3.786
ASHGA5P001835	8.844	1.104
ASHGA5P001836	11.31	-2.572
ASHGA5P001837	11.311	-1.182
ASHGA5P001838	7.847	-4.707
ASHGA5P001839	10.85	3.634
ASHGA5P001840	12.599	2.657
ASHGA5P001842	9.299	0.781
ASHGA5P001845	9.905	1.396
ASHGA5P001846	10.279	0.44
ASHGA5P001849	10.226	-2.365
ASHGA5P001850	2.962	1.175
ASHGA5P001854	6.395	-1.916
ASHGA5P001856	4.136	-1.683
ASHGA5P001857	6.893	0.672
ASHGA5P001858	9.746	-0.507
ASHGA5P001859	9.153	-0.329
ASHGA5P001860	8.62	-0.462
ASHGA5P001861	10.905	-5.196
ASHGA5P001863	2.647	0.494
ASHGA5P001864	7.579	3.055
ASHGA5P001867	9.117	0.303
ASHGA5P001869	13.248	1.376
ASHGA5P001870	9.588	1.553
ASHGA5P001871	11.989	-2.805
ASHGA5P001872	7.945	-3.612
ASHGA5P001873	10.454	-3.07
ASHGA5P001874	11.699	-1.907
ASHGA5P001875	14.409	0.927
ASHGA5P001877	8.364	-0.841
ASHGA5P001879	7.472	0.587
ASHGA5P001882	8.988	1.361
ASHGA5P001884	10.996	1.514
ASHGA5P001885	6.657	0.419
ASHGA5P001886	8.287	1.546
ASHGA5P001888	4.436	1.906
ASHGA5P001890	6.695	-3.705
ASHGA5P001891	7.599	0.885
ASHGA5P001892	2.831	0.624
ASHGA5P001893	5.892	-2.473
ASHGA5P001894	15.556	0.529
ASHGA5P001895	6.187	-6.735
ASHGA5P001896	5.257	-3.043
ASHGA5P001897	6.363	-1.148
ASHGA5P001899	7.586	1.335
ASHGA5P001900	9.069	2.156
ASHGA5P001901	6.233	-2.806
ASHGA5P001902	5.53	-1.225
ASHGA5P001904	9.255	-0.711
ASHGA5P001906	9.407	2.206
ASHGA5P001907	5.997	-3.937
ASHGA5P001908	6.84	-2.038
ASHGA5P001909	7.926	-0.329
ASHGA5P001911	10.006	-3.542
ASHGA5P001913	5.631	0.942
ASHGA5P001915	6.599	-2.584
ASHGA5P001917	8.617	-0.96
ASHGA5P001918	12.831	3.326
ASHGA5P001920	14.69	0.498
ASHGA5P001922	13.319	0.697
ASHGA5P001923	7.318	0.905
ASHGA5P001924	6.65	-3.618
ASHGA5P001925	9.725	-1.91
ASHGA5P001926	6.959	-3.646
ASHGA5P001927	11.066	0.678
ASHGA5P001928	6.358	1.068
ASHGA5P001930	6.863	-2.585
ASHGA5P001933	10.217	-1.696
ASHGA5P001935	9.375	-2.312
ASHGA5P001936	6.102	-2.093
ASHGA5P001937	10.999	1.992
ASHGA5P001939	4.174	-2.231
ASHGA5P001940	5.443	-1.601
ASHGA5P001941	4.47	-2.241
ASHGA5P001942	10.641	-3.17
ASHGA5P001945	5.67	-0.891
ASHGA5P001946	3.124	-1.04
ASHGA5P001947	11.527	2.866
ASHGA5P001948	7.958	-0.519
ASHGA5P001950	5.221	1.3
ASHGA5P001952	9.494	1.567
ASHGA5P001953	3.299	-1.496
ASHGA5P001954	6.117	-2.076
ASHGA5P001955	9.411	-1.383
ASHGA5P001956	9.694	-5.114
ASHGA5P001957	6.661	-3.13
ASHGA5P001958	8.232	-3.797
ASHGA5P001960	10.089	-5.046
ASHGA5P001961	7.756	-2.541
ASHGA5P001964	8.383	-3.406
ASHGA5P001965	9.309	-1.421
ASHGA5P001966	11.852	-0.736
ASHGA5P001967	5.389	-5.678
ASHGA5P001969	8.496	-4.483
ASHGA5P001970	10.199	1.222
ASHGA5P001972	15.385	1.039
ASHGA5P001973	7.239	5.195
ASHGA5P001974	10.323	-2.984
ASHGA5P001975	8.799	0.917
ASHGA5P001976	6.728	-2.293
ASHGA5P001977	6.407	-1.605
ASHGA5P001978	11.614	1.122
ASHGA5P001980	4.585	0.729
ASHGA5P001981	6.538	1.338
ASHGA5P001983	6.917	2.087
ASHGA5P001984	3.496	-1.605
ASHGA5P001985	3.594	-1.564
ASHGA5P001986	7.194	1.527
ASHGA5P001988	9.852	-1.671
ASHGA5P001989	12.421	-1.221
ASHGA5P001990	6.215	0.8
ASHGA5P001991	7.254	-4.674
ASHGA5P001993	7.323	2.641
ASHGA5P001994	8.762	1.158
ASHGA5P001995	5.408	-4.96
ASHGA5P001997	6.418	-4.592
ASHGA5P001998	13.076	1.182
ASHGA5P002000	7.004	-1.528
ASHGA5P002001	4.061	-1.707
ASHGA5P002002	8.371	0.92
ASHGA5P002003	8.872	0.9
ASHGA5P002004	8.667	1.348
ASHGA5P002006	11.625	-1.419
ASHGA5P002007	11.299	1.624
ASHGA5P002008	7.122	1.084
ASHGA5P002009	8.37	1.624
ASHGA5P002010	7.066	-6.069
ASHGA5P002012	5.134	-2.773
ASHGA5P002013	4.578	0.811
ASHGA5P002016	6.176	0.438
ASHGA5P002017	8.327	-3.404
ASHGA5P002018	11.743	-0.57
ASHGA5P002020	6.863	0.737
ASHGA5P002023	7.996	-2.157
ASHGA5P002024	4.217	0.71
ASHGA5P002025	11.751	-1.855
ASHGA5P002026	7.523	-1.721
ASHGA5P002030	6.434	-3.369
ASHGA5P002031	4	1.178
ASHGA5P002032	8.48	-3.171
ASHGA5P002034	2.598	0.448
ASHGA5P002036	11.214	-1.134
ASHGA5P002037	7.74	3.409
ASHGA5P002039	9.118	-0.59
ASHGA5P002040	6.417	0.588
ASHGA5P002042	2.932	-0.756
ASHGA5P002045	8.146	-0.979
ASHGA5P002046	14.818	1.509
ASHGA5P002047	6.599	-1.593
ASHGA5P002048	7.469	-0.878
ASHGA5P002049	13.642	0.458
ASHGA5P002051	8.543	-1.38
ASHGA5P002053	7.823	0.614
ASHGA5P002054	13.062	-6.539
ASHGA5P002056	7.713	-0.734
ASHGA5P002057	9.316	0.795
ASHGA5P002058	5.733	-1.475
ASHGA5P002060	5.402	0.896
ASHGA5P002063	10.531	1.359
ASHGA5P002064	11.194	2.141
ASHGA5P002065	3.6	1.259
ASHGA5P002066	6.783	-2.534
ASHGA5P002067	9.172	0.5
ASHGA5P002068	6.057	-1.811
ASHGA5P002069	14.165	1.162
ASHGA5P002070	3.369	1.98
ASHGA5P002071	3.911	-1.638
ASHGA5P002072	5.343	-3.655
ASHGA5P002073	5.722	0.776
ASHGA5P002074	6.003	1.099
ASHGA5P002075	8.227	0.511
ASHGA5P002079	3.629	-0.788
ASHGA5P002081	4.066	-2.046
ASHGA5P002083	3.131	1.267
ASHGA5P002084	5.97	0.353
ASHGA5P002085	5.12	-3.348
ASHGA5P002086	11.146	-1.183
ASHGA5P002087	10.283	0.451
ASHGA5P002088	6.549	-1.351
ASHGA5P002089	11.819	2.046
ASHGA5P002090	10.513	-1.311
ASHGA5P002092	6.832	-0.952
ASHGA5P002093	6.619	0.927
ASHGA5P002094	6.891	0.458
ASHGA5P002095	5.565	-1.667
ASHGA5P002096	3.838	-1.653
ASHGA5P002097	4.724	-3.15
ASHGA5P002099	6.357	0.596
ASHGA5P002100	10.548	-0.801
ASHGA5P002101	13.842	2.059
ASHGA5P002102	3.859	-2.613
ASHGA5P002104	7.102	0.395
ASHGA5P002105	9.255	-1.807
ASHGA5P002106	13.884	0.895
ASHGA5P002107	6.865	-0.534
ASHGA5P002109	8.482	1.003
ASHGA5P002110	8.453	-1.64
ASHGA5P002112	10.808	-0.502
ASHGA5P002114	8.041	-0.476
ASHGA5P002115	9.671	-3.444
ASHGA5P002117	9.684	-2.742
ASHGA5P002118	5.443	0.88
ASHGA5P002119	7.133	-1.312
ASHGA5P002120	14.458	2.542
ASHGA5P002121	9.494	-3.718
ASHGA5P002122	3.766	0.911
ASHGA5P002126	6.269	0.589
ASHGA5P002127	9.269	-1.432
ASHGA5P002129	11.025	-0.713
ASHGA5P002130	9.28	0.542
ASHGA5P002131	5.632	-1.998
ASHGA5P002133	6.53	1.404
ASHGA5P002134	7.413	0.708
ASHGA5P002135	7.975	1.39
ASHGA5P002136	6.362	-3.104
ASHGA5P002137	7.861	1.046
ASHGA5P002138	5.478	0.866
ASHGA5P002141	6.045	-1.507
ASHGA5P002142	6.048	-2.087
ASHGA5P002143	7.399	-3.798
ASHGA5P002144	8.17	0.46
ASHGA5P002145	6.107	-0.581
ASHGA5P002146	8.045	-4.137
ASHGA5P002147	9.962	-0.529
ASHGA5P002148	8.226	-0.534
ASHGA5P002149	6.667	-0.795
ASHGA5P002150	3.729	1.057
ASHGA5P002151	6.677	1.024
ASHGA5P002152	8.575	1.047
ASHGA5P002154	10.616	0.875
ASHGA5P002155	7.482	-1.032
ASHGA5P002157	5.363	-0.668
ASHGA5P002158	5.094	-1.397
ASHGA5P002159	7.001	0.535
ASHGA5P002160	6.971	1.396
ASHGA5P002161	5.335	-2.565
ASHGA5P002162	9.732	-3.554
ASHGA5P002163	7.802	0.468
ASHGA5P002165	8.129	-1.305
ASHGA5P002166	11.364	-1.117
ASHGA5P002167	16.286	0.514
ASHGA5P002168	7.423	0.599
ASHGA5P002169	7.152	-2.099
ASHGA5P002170	6.234	0.66
ASHGA5P002171	8.715	0.787
ASHGA5P002173	5.919	-1.627
ASHGA5P002174	4.263	-3.278
ASHGA5P002177	7.674	-3.164
ASHGA5P002178	10.55	-1.76
ASHGA5P002180	4.57	-2.304
ASHGA5P002182	7.048	-3.386
ASHGA5P002183	3.816	-2.524
ASHGA5P002184	9.622	2.48
ASHGA5P002185	9.745	1.121
ASHGA5P002186	3.619	-0.645
ASHGA5P002187	7.116	1.219
ASHGA5P002189	9.995	-1.027
ASHGA5P002190	6.951	0.453
ASHGA5P002193	11.954	0.364
ASHGA5P002195	7.77	-2.026
ASHGA5P002196	10.652	1.957
ASHGA5P002197	4.556	-2.37
ASHGA5P002198	5.469	-4.115
ASHGA5P002199	9.413	1.911
ASHGA5P002200	6.081	-5.509
ASHGA5P002201	5.33	-3.788
ASHGA5P002202	7.828	0.542
ASHGA5P002205	4.433	0.876
ASHGA5P002208	8.992	-1.092
ASHGA5P002209	8.788	-0.493
ASHGA5P002210	4.522	-1.431
ASHGA5P002212	3.804	-1.877
ASHGA5P002214	6.615	-1.049
ASHGA5P002215	7.119	1.433
ASHGA5P002216	5.654	3.548
ASHGA5P002217	6.537	1.322
ASHGA5P002218	9.648	-2.156
ASHGA5P002219	9.046	-2.449
ASHGA5P002220	2.925	0.62
ASHGA5P002221	8.243	-1.817
ASHGA5P002222	5.963	-0.432
ASHGA5P002223	5.004	-1.983
ASHGA5P002224	8.193	0.783
ASHGA5P002225	3.061	1.315
ASHGA5P002226	3.408	-1.452
ASHGA5P002227	8.816	-2.434
ASHGA5P002229	9.068	0.584
ASHGA5P002230	10.966	1.764
ASHGA5P002231	8.603	0.573
ASHGA5P002232	9.35	-0.952
ASHGA5P002238	5.159	1.175
ASHGA5P002239	6.666	-0.341
ASHGA5P002240	5.881	-0.312
ASHGA5P002241	7.325	-1.309
ASHGA5P002242	8.001	1.892
ASHGA5P002244	5.155	-1.934
ASHGA5P002246	7.155	-3.52
