ID	log2(fold change)	-log10(Pvalue)
ASHGA5P049049	-1.962	5.625
ASHGA5P049050	0.432	2.232
ASHGA5P049051	0.668	3.163
ASHGA5P049052	-1.492	5.274
ASHGA5P049054	0.967	2.52
ASHGA5P049055	1.473	5.061
ASHGA5P049058	0.864	3.024
ASHGA5P049059	-1.571	4.794
ASHGA5P049061	-1.622	2.26
ASHGA5P049066	1.066	3.972
ASHGA5P049067	0.6	2.269
ASHGA5P049068	0.395	1.851
ASHGA5P049074	-1.599	3.641
ASHGA5P049075	-2.181	4.167
ASHGA5P049076	2.127	6.357
ASHGA5P049078	0.913	3.314
ASHGA5P049079	-3.393	6.375
ASHGA5P049080	1.221	2.202
ASHGA5P049084	0.527	2.367
ASHGA5P049085	-3.691	6.661
ASHGA5P049087	1.148	4.048
ASHGA5P049088	-3.854	7.633
ASHGA5P049089	1.944	5.015
ASHGA5P049090	0.408	2.004
ASHGA5P049091	1.562	5.282
ASHGA5P049092	0.9	2.751
ASHGA5P049093	1.651	5.352
ASHGA5P049095	-1.176	4.627
ASHGA5P049096	0.525	1.626
ASHGA5P049097	1.718	2.73
ASHGA5P049098	1.972	5.165
ASHGA5P049100	-1.131	4.313
ASHGA5P049102	-2.445	6.6
ASHGA5P049103	1.272	4.698
ASHGA5P049104	0.481	1.536
ASHGA5P049105	1.607	5.254
ASHGA5P049106	1.401	4.967
ASHGA5P049108	0.658	2.873
ASHGA5P049109	1.225	4.081
ASHGA5P049111	-2.92	6.1
ASHGA5P049112	0.311	1.685
ASHGA5P049114	-0.691	3.468
ASHGA5P049115	0.7	2.218
ASHGA5P049116	-1.009	3.587
ASHGA5P049117	-1.248	4.476
ASHGA5P049118	-1.036	4.28
ASHGA5P049121	2.153	5.107
ASHGA5P049122	2.084	5.882
ASHGA5P049124	1.391	4.005
ASHGA5P049125	0.761	2.689
ASHGA5P049127	-2.245	5.262
ASHGA5P049128	-0.44	2.122
ASHGA5P049129	0.86	1.819
ASHGA5P049131	1.612	2.838
ASHGA5P049135	1.322	4.922
ASHGA5P049136	-3.644	6.932
ASHGA5P049137	-1.129	3.33
ASHGA5P049139	0.411	1.677
ASHGA5P049141	0.592	2.513
ASHGA5P049142	-0.715	2.282
ASHGA5P049143	1.672	4.944
ASHGA5P049145	-1.013	3.267
ASHGA5P049146	0.766	2.958
ASHGA5P049147	2.48	5.823
ASHGA5P049149	0.922	1.614
ASHGA5P049150	0.475	2.482
ASHGA5P049151	1.721	5.605
ASHGA5P049152	-2.586	5.911
ASHGA5P049153	0.986	3.52
ASHGA5P049154	2.677	1.684
ASHGA5P049156	0.886	4.19
ASHGA5P049157	-1.734	4.839
ASHGA5P049158	0.854	3.603
ASHGA5P049159	1.198	2.801
ASHGA5P049160	0.801	3.231
ASHGA5P049163	0.733	2.19
ASHGA5P049164	-0.704	2.811
ASHGA5P049166	3.899	7.198
ASHGA5P049169	2.143	2.565
ASHGA5P049170	1.475	5.082
ASHGA5P049171	1.407	1.746
ASHGA5P049172	-1.298	3.572
ASHGA5P049173	-2.176	1.766
ASHGA5P049174	0.588	2.306
ASHGA5P049179	1.066	3.577
ASHGA5P049180	0.437	2.265
ASHGA5P049181	1.735	5.216
ASHGA5P049182	-0.53	1.609
ASHGA5P049183	-1.542	1.736
ASHGA5P049184	0.968	2.406
ASHGA5P049187	1.833	3.97
ASHGA5P049188	1.167	1.797
ASHGA5P049189	-0.691	1.804
ASHGA5P049190	0.833	4.028
ASHGA5P049191	1.611	5.324
ASHGA5P049192	1.35	2.076
ASHGA5P049193	-0.467	2.036
ASHGA5P049194	0.671	2.131
ASHGA5P049195	2.474	4.568
ASHGA5P049196	1.461	3.744
ASHGA5P049197	0.353	2.046
ASHGA5P049198	1.956	4.995
ASHGA5P049199	-1.031	4.134
ASHGA5P049201	1.046	3.43
ASHGA5P049204	0.832	2.079
ASHGA5P049205	1.85	4.867
ASHGA5P049206	-3.587	6.273
ASHGA5P049207	-1.154	2.528
ASHGA5P049208	0.603	2.117
ASHGA5P049209	2.149	2.929
ASHGA5P049210	-2.057	5.375
ASHGA5P049211	1.253	3.761
ASHGA5P049213	-0.472	1.977
ASHGA5P049215	-0.612	2.985
ASHGA5P049216	1.103	3.139
ASHGA5P049217	1.7	4.475
ASHGA5P049218	-1.4	3.642
ASHGA5P049219	0.577	1.972
ASHGA5P049220	2.606	4.668
ASHGA5P049222	-1.961	3.286
ASHGA5P049223	-2.198	5.647
ASHGA5P049224	-1.923	5.799
ASHGA5P049227	1.178	4.021
ASHGA5P049228	0.433	2.304
ASHGA5P049229	0.854	2.998
ASHGA5P049230	0.978	2.731
ASHGA5P049231	0.461	2.553
ASHGA5P049232	-1.443	3.358
ASHGA5P049233	0.746	2.329
ASHGA5P049236	-0.606	3.103
ASHGA5P049238	-1.439	4.8
ASHGA5P049239	1.335	1.883
ASHGA5P049241	2.062	4.288
ASHGA5P049243	-2.837	6.382
ASHGA5P049244	-0.904	2.752
ASHGA5P049246	2.177	5.632
ASHGA5P049247	1.803	5.577
ASHGA5P049248	0.868	1.62
ASHGA5P049249	-0.817	1.583
ASHGA5P049250	-2.076	5.911
ASHGA5P049252	0.91	2.907
ASHGA5P049253	1.135	2.281
ASHGA5P049255	-0.509	2.621
ASHGA5P049256	0.962	3.291
ASHGA5P049258	-0.833	3.922
ASHGA5P049260	0.833	3.884
ASHGA5P049261	1.175	3.395
ASHGA5P049262	1.063	4.078
ASHGA5P049264	-1.222	4.247
ASHGA5P049265	0.753	2.097
ASHGA5P049266	-0.997	2.812
ASHGA5P049267	-1.834	4.595
ASHGA5P049269	1.446	4.89
ASHGA5P049270	0.881	3.317
ASHGA5P049271	0.859	3.679
ASHGA5P049272	-1.477	1.719
ASHGA5P049274	0.663	2.166
ASHGA5P049275	0.786	2.079
ASHGA5P049277	0.799	2.496
ASHGA5P049278	0.305	1.585
ASHGA5P049279	1.356	3.554
ASHGA5P049280	0.629	2.501
ASHGA5P049281	0.566	1.877
ASHGA5P049282	-0.835	3.371
ASHGA5P049283	1.156	3.166
ASHGA5P049285	-0.806	2.15
ASHGA5P049287	0.719	2.77
ASHGA5P049290	0.496	1.604
ASHGA5P049291	-0.979	4.386
ASHGA5P049292	3.149	6.828
ASHGA5P049293	-1.704	5.744
ASHGA5P049296	-1.052	2.978
ASHGA5P049298	1.072	2.907
ASHGA5P049300	1.586	3.81
ASHGA5P049302	1.494	5.375
ASHGA5P049303	0.865	1.834
ASHGA5P049304	-2.583	6.662
ASHGA5P049306	-1.269	3.317
ASHGA5P049309	-1.176	4.035
ASHGA5P049310	0.577	2.934
ASHGA5P049311	-0.717	3.08
ASHGA5P049314	-1.204	3.464
ASHGA5P049315	0.789	2.119
ASHGA5P049316	-0.886	2.274
ASHGA5P049317	-1.55	5.423
ASHGA5P049318	-1.147	4.415
ASHGA5P049319	1.478	4.294
ASHGA5P049320	1.016	2.941
ASHGA5P049322	1.086	2.08
ASHGA5P049324	1.214	1.897
ASHGA5P049325	1.182	3.93
ASHGA5P049326	0.874	2.007
ASHGA5P049327	1.469	3.166
ASHGA5P049328	0.994	3.341
ASHGA5P049331	-1.303	3.722
ASHGA5P049332	-0.757	3.63
ASHGA5P049333	1.167	4.484
ASHGA5P049334	0.5	1.633
ASHGA5P049335	-1.918	4.809
ASHGA5P049336	-1.115	2.912
ASHGA5P049337	-2.79	5.138
ASHGA5P049338	0.493	2.64
ASHGA5P049339	-2.144	6.191
ASHGA5P049341	0.73	3.209
ASHGA5P049342	-0.633	2.53
ASHGA5P049343	-4.022	3.575
ASHGA5P049347	1.33	2.317
ASHGA5P049348	-0.618	3.297
ASHGA5P049350	0.765	3.115
ASHGA5P049352	0.437	2.47
ASHGA5P049353	0.963	3.661
ASHGA5P049354	0.878	3.908
ASHGA5P049355	3.608	6.659
ASHGA5P049356	2.46	5.98
ASHGA5P049357	0.788	2.233
ASHGA5P049359	0.976	2.893
ASHGA5P049362	1.373	4.553
ASHGA5P049365	-1.169	3.987
ASHGA5P049366	1.583	4.281
ASHGA5P049367	1.484	5.328
ASHGA5P049368	-0.957	2.089
ASHGA5P049371	0.744	3.301
ASHGA5P049372	0.335	1.798
ASHGA5P049374	1.395	4.36
ASHGA5P049375	1.093	3.386
ASHGA5P049378	2.245	6.379
ASHGA5P049379	-2.849	6.167
ASHGA5P049380	-1.21	3.31
ASHGA5P049383	0.774	3.178
ASHGA5P049385	0.697	3.596
ASHGA5P049387	-0.677	3.224
ASHGA5P049388	1.786	4.014
ASHGA5P049389	1.179	4.441
ASHGA5P049390	-0.713	2.209
ASHGA5P049391	-3.053	4.525
ASHGA5P049393	0.813	2.659
ASHGA5P049394	1.718	4.622
ASHGA5P049395	0.841	2.198
ASHGA5P049397	-1.368	4.932
ASHGA5P049399	0.88	2.302
ASHGA5P049400	-2.906	3.746
ASHGA5P049401	-0.779	2.78
ASHGA5P049402	-2.204	4.291
ASHGA5P049403	-0.644	2.286
ASHGA5P049404	-0.794	3.156
ASHGA5P049407	0.58	1.746
ASHGA5P049409	1.781	4.058
ASHGA5P049410	0.805	3.451
ASHGA5P049411	0.906	2.422
ASHGA5P049412	1.66	3.127
ASHGA5P049413	2.197	6.349
ASHGA5P049415	1.162	2.106
ASHGA5P049416	0.626	2.705
ASHGA5P049417	0.849	2.597
ASHGA5P049418	0.612	2.01
ASHGA5P049419	-1.086	3.407
ASHGA5P049421	1.441	5.132
ASHGA5P049422	1.642	2.553
ASHGA5P049423	0.849	2.052
ASHGA5P049424	-1.382	2.583
ASHGA5P049428	0.847	1.857
ASHGA5P049429	-2.292	3.629
ASHGA5P049430	-2.761	5.421
ASHGA5P049431	-0.729	3.217
ASHGA5P049432	-0.573	2.752
ASHGA5P049433	-1.711	4.015
ASHGA5P049434	1.469	5.161
ASHGA5P049436	-1.261	2.255
ASHGA5P049439	1.133	4.551
ASHGA5P049441	-1.59	5.077
ASHGA5P049442	0.732	2.132
ASHGA5P049445	2.424	6.544
ASHGA5P049446	0.895	1.879
ASHGA5P049449	2.401	4.532
ASHGA5P049450	-1.025	4.044
ASHGA5P049451	1.597	5.053
ASHGA5P049452	-0.63	3.077
ASHGA5P049454	-0.912	4.054
ASHGA5P049455	0.787	3.286
ASHGA5P049456	-1.075	4.043
ASHGA5P049460	1.214	4.152
ASHGA5P049461	0.97	2.695
ASHGA5P049462	1.292	3.89
ASHGA5P049463	1.351	3.181
ASHGA5P049465	1.937	5.98
ASHGA5P049466	2.727	6.577
ASHGA5P049467	2.153	5.594
ASHGA5P049468	0.613	3.041
ASHGA5P049469	-0.949	4.093
ASHGA5P049470	1.445	4.406
ASHGA5P049471	-0.762	2.551
ASHGA5P049473	1.753	5.139
ASHGA5P049474	-0.654	2.11
ASHGA5P049475	-0.751	2.531
ASHGA5P049477	2.255	5.809
ASHGA5P049478	0.427	2.019
ASHGA5P049480	-2.03	4.925
ASHGA5P049481	-1.654	5.345
ASHGA5P049483	0.511	2.025
ASHGA5P049485	1.184	4.7
ASHGA5P049486	0.358	1.866
ASHGA5P049487	-1.563	2.006
ASHGA5P049488	-0.409	2.429
ASHGA5P049489	0.695	1.876
ASHGA5P049490	-2.899	5.284
ASHGA5P049494	-1.921	5.795
ASHGA5P049496	1.506	2.16
ASHGA5P049498	-2.027	6.119
ASHGA5P049499	2.263	3.391
ASHGA5P049500	1.216	2.234
ASHGA5P049501	-0.817	2.985
ASHGA5P049504	-4.708	6.374
ASHGA5P049506	-1.81	3.932
ASHGA5P049509	1.876	5.553
ASHGA5P049511	-1.775	5.138
ASHGA5P049512	-1.035	2.494
ASHGA5P049513	-0.635	3.121
ASHGA5P049515	-0.573	2.855
ASHGA5P049516	-1.757	5.532
ASHGA5P049517	-0.801	3.486
ASHGA5P049518	-0.417	1.872
ASHGA5P049520	0.359	2.013
ASHGA5P049522	-3.239	6.943
ASHGA5P049523	0.779	3.824
ASHGA5P049524	0.473	2.348
ASHGA5P049525	0.701	3.381
ASHGA5P049526	1.68	5.478
ASHGA5P049530	-6.598	7.217
ASHGA5P049531	-1.021	2.987
ASHGA5P049533	-0.754	3.343
ASHGA5P049534	0.823	3.196
ASHGA5P049537	0.447	1.762
ASHGA5P049538	-0.454	1.701
ASHGA5P049540	1.082	4.07
ASHGA5P049541	1.31	2.063
ASHGA5P049542	-0.66	1.802
ASHGA5P049547	-0.908	3.803
ASHGA5P049550	-1.723	5.546
ASHGA5P049551	-1.055	3.356
ASHGA5P049554	0.925	2.413
ASHGA5P049559	1.537	5.275
ASHGA5P049560	0.656	2.27
ASHGA5P049561	2.187	5.553
ASHGA5P049562	-2.041	5.437
ASHGA5P049563	-1.632	1.581
ASHGA5P049564	-2.253	5.299
ASHGA5P049565	0.905	3.431
ASHGA5P049567	0.849	3.154
ASHGA5P049569	-2.282	2.092
ASHGA5P049570	-0.585	1.873
ASHGA5P049573	2.632	3.443
ASHGA5P049574	1.068	2.657
ASHGA5P049575	-1.428	3.209
ASHGA5P049576	-1.174	1.524
ASHGA5P049578	-0.696	2.375
ASHGA5P049580	0.52	2.405
ASHGA5P049583	0.347	1.828
ASHGA5P049584	-1.257	4.371
ASHGA5P049585	-0.574	2.622
ASHGA5P049586	-0.574	2.504
ASHGA5P049588	-1.575	3.726
ASHGA5P049589	1.188	3.462
ASHGA5P049593	-1.316	2.345
ASHGA5P049595	1.537	3.522
ASHGA5P049597	-2.267	3.28
ASHGA5P049598	-1.833	3.932
ASHGA5P049599	-2.577	6.133
ASHGA5P049600	-7.447	8.36
ASHGA5P049601	-4.236	3.72
ASHGA5P049602	-4.565	6.038
ASHGA5P049604	1.243	4.209
ASHGA5P049605	-0.422	2.381
ASHGA5P049606	-0.539	2.497
ASHGA5P049607	-2.605	2.439
ASHGA5P049609	-0.607	3.156
ASHGA5P049610	-1.482	4.974
ASHGA5P049613	0.725	2.704
ASHGA5P049616	-0.4	2.306
ASHGA5P049617	-1.954	2.21
ASHGA5P049618	2.44	6.096
ASHGA5P049620	1.386	4.159
ASHGA5P049622	-0.998	3.536
ASHGA5P049623	-1.754	1.77
ASHGA5P049624	-1.857	5.565
ASHGA5P049625	0.534	2.447
ASHGA5P049626	0.754	3.18
ASHGA5P049627	-3.52	6.232
ASHGA5P049628	-0.458	2.153
ASHGA5P049629	-2.326	6.023
ASHGA5P049630	0.807	3.716
ASHGA5P049631	1.292	5.02
ASHGA5P049633	-4.249	7.063
ASHGA5P049634	-1.046	3.986
ASHGA5P049635	-2.023	4.72
ASHGA5P049636	0.602	2.155
ASHGA5P049637	0.753	2.176
ASHGA5P049638	0.972	4.115
ASHGA5P049639	0.601	2.994
ASHGA5P049640	1.486	4.07
ASHGA5P049642	0.744	3.532
ASHGA5P049643	1.151	3.271
ASHGA5P049644	-0.716	1.906
ASHGA5P049645	0.565	1.704
ASHGA5P049646	-0.607	2.741
ASHGA5P049649	0.517	2.546
ASHGA5P049650	2.044	4.226
ASHGA5P049651	3.082	5.689
ASHGA5P049652	3.46	6.236
ASHGA5P049656	0.983	3.922
ASHGA5P049657	0.736	3.198
ASHGA5P049659	0.684	2.073
ASHGA5P049661	1.34	3.404
ASHGA5P049664	-6.926	9.242
ASHGA5P049666	1.96	5.845
ASHGA5P049667	-1.071	4.354
ASHGA5P049668	2.562	4.58
ASHGA5P049670	-3.68	6.114
ASHGA5P049672	2.687	5.793
ASHGA5P049673	-1.164	4.573
ASHGA5P049676	-1.234	3
ASHGA5P049677	1.806	2.857
ASHGA5P049678	-1.773	3.807
ASHGA5P049680	-1.079	2.226
ASHGA5P049681	0.31	1.645
ASHGA5P049683	1.399	3.903
ASHGA5P049684	0.336	1.599
ASHGA5P049687	1.121	3.831
ASHGA5P049690	-4.054	5.45
ASHGA5P049691	1.283	3.524
ASHGA5P049693	-1.722	3.475
ASHGA5P049694	2.596	5.736
ASHGA5P049697	1.634	3.899
ASHGA5P049700	-1.358	4.56
ASHGA5P049703	0.802	3.223
ASHGA5P049704	0.978	2.119
ASHGA5P049707	0.5	2.226
ASHGA5P049708	-0.451	2.362
ASHGA5P049710	-2.622	5.771
ASHGA5P049712	1.999	5.597
ASHGA5P049714	0.472	1.905
ASHGA5P049715	1.271	4.381
ASHGA5P049716	-1.217	4.349
ASHGA5P049717	0.82	2.53
ASHGA5P049719	1.233	3.893
ASHGA5P049720	1.288	3.038
ASHGA5P049721	0.64	2.389
ASHGA5P049722	-4.118	2.887
ASHGA5P049723	0.408	2.226
ASHGA5P049725	-2.663	4.054
ASHGA5P049726	1.043	4.268
ASHGA5P049728	1.417	3.574
ASHGA5P049731	0.535	1.823
ASHGA5P049732	-0.871	3.052
ASHGA5P049733	0.889	4.087
ASHGA5P049734	-1.125	3.295
ASHGA5P049737	-0.67	3.481
ASHGA5P049738	1.704	5.771
ASHGA5P049739	1.061	2.542
ASHGA5P049740	2.274	5.051
ASHGA5P049742	0.662	2.581
ASHGA5P049744	0.658	3.234
ASHGA5P049746	0.654	2.452
ASHGA5P049747	0.376	2.079
ASHGA5P049748	-0.618	2.212
ASHGA5P049749	-2.99	3.526
ASHGA5P049751	1.661	1.59
ASHGA5P049752	0.629	2.933
ASHGA5P049753	0.653	3.066
ASHGA5P049754	-2.379	5.144
ASHGA5P049756	-4.106	6.945
ASHGA5P049757	1.423	3.785
ASHGA5P049758	1.165	2.129
ASHGA5P049759	0.703	2.109
ASHGA5P049760	-1.38	5.014
ASHGA5P049761	1.011	3.246
ASHGA5P049763	1.426	1.658
ASHGA5P049764	4.191	6.155
ASHGA5P049765	1.457	2.9
ASHGA5P049766	-0.575	1.953
ASHGA5P049767	1.618	5.6
ASHGA5P049769	0.717	2.406
ASHGA5P049772	1.631	3.161
ASHGA5P049773	0.656	3.294
ASHGA5P049775	1.185	2.843
ASHGA5P049777	0.675	1.959
ASHGA5P049778	-0.564	2.398
ASHGA5P049779	-0.453	1.788
ASHGA5P049780	0.321	1.614
ASHGA5P049783	0.538	2.721
ASHGA5P049784	-3.82	6.934
ASHGA5P049785	-1.487	3.915
ASHGA5P049786	-1.344	2.054
ASHGA5P049790	1.616	5.544
ASHGA5P049794	-0.954	3.69
ASHGA5P049795	1.606	3.57
ASHGA5P049797	0.85	2.763
ASHGA5P049798	-0.908	1.905
ASHGA5P049799	-3.252	2.661
ASHGA5P049800	1.589	3.789
ASHGA5P049802	-0.821	3.137
ASHGA5P049803	1.316	4.347
ASHGA5P049804	1.381	4.249
ASHGA5P049805	1.43	1.534
ASHGA5P049806	1.34	4.654
ASHGA5P049807	-0.838	3.675
ASHGA5P049809	-1.234	2.837
ASHGA5P049810	-1.587	5.228
ASHGA5P049812	1.982	5.619
ASHGA5P049817	1.5	4.773
ASHGA5P049819	1.464	5.297
ASHGA5P049821	-3.232	3.821
ASHGA5P049823	-0.586	2.674
ASHGA5P049824	1.114	1.969
ASHGA5P049825	-1.159	1.976
ASHGA5P049829	-4.182	5.857
ASHGA5P049830	-0.78	2.594
ASHGA5P049832	-1.369	1.543
ASHGA5P049833	0.858	3.169
ASHGA5P049834	1.715	5.061
ASHGA5P049835	0.595	2.588
ASHGA5P049836	-1.573	4.354
ASHGA5P049837	0.534	2.245
ASHGA5P049844	1.583	4.986
ASHGA5P049845	1.466	4.115
ASHGA5P049848	-1.07	2.039
ASHGA5P049849	-1.653	4.37
ASHGA5P049850	0.756	1.688
ASHGA5P049852	0.919	3.918
ASHGA5P049854	1.641	5.398
ASHGA5P049855	-0.532	2.153
ASHGA5P049857	-2.347	4.675
ASHGA5P049859	-6.654	5.83
ASHGA5P049860	0.596	2.35
ASHGA5P049863	0.685	3.255
ASHGA5P049864	0.65	2.965
ASHGA5P049865	-5.194	6.594
ASHGA5P049868	-3.55	3.331
ASHGA5P049869	0.305	1.644
ASHGA5P049870	1.089	4.653
ASHGA5P049871	-0.451	2.415
ASHGA5P049874	-1.093	2.746
ASHGA5P049877	-1.461	3.425
ASHGA5P049879	-0.449	1.616
ASHGA5P049880	-2.81	5.872
ASHGA5P049881	1.065	3.708
ASHGA5P049882	0.757	2.092
ASHGA5P049884	1.737	5.723
ASHGA5P049886	1.046	3.248
ASHGA5P049887	1.398	2.997
ASHGA5P049888	1.518	4.403
ASHGA5P049889	1.6	5.106
ASHGA5P049893	3.532	7.01
ASHGA5P049898	-0.877	3.956
ASHGA5P049900	5.415	7.971
ASHGA5P049901	1.931	4.624
ASHGA5P049903	0.57	2.385
ASHGA5P049904	0.666	2.126
ASHGA5P049906	-2.252	4.48
ASHGA5P049908	-0.559	2.383
ASHGA5P049910	-0.863	1.827
ASHGA5P049911	0.696	2.874
ASHGA5P049912	0.531	1.855
ASHGA5P049914	0.929	3.686
ASHGA5P049915	-1.413	4.902
ASHGA5P049916	0.89	1.971
ASHGA5P049917	0.734	2.373
ASHGA5P049918	-1.281	4.881
ASHGA5P049919	1.391	5.027
ASHGA5P049920	-0.893	2.234
ASHGA5P049926	-6.083	5.154
ASHGA5P049927	1.204	4.778
ASHGA5P049928	-0.96	1.94
ASHGA5P049929	0.79	2.848
ASHGA5P049933	0.855	1.818
ASHGA5P049935	4.073	5.63
ASHGA5P049936	1.07	3.211
ASHGA5P049937	1.163	2.286
ASHGA5P049939	-1.22	3.46
ASHGA5P049941	1.311	4.062
ASHGA5P049942	2.397	6.142
ASHGA5P049946	0.932	3.885
ASHGA5P049947	-3.924	3.472
ASHGA5P049950	-0.907	2.644
ASHGA5P049951	-2.68	3.293
ASHGA5P049952	0.757	3.735
ASHGA5P049953	-1.174	2.791
ASHGA5P049954	0.682	2.202
ASHGA5P049956	0.821	3.02
ASHGA5P049957	1.675	5.301
ASHGA5P049959	5.424	8.591
ASHGA5P049960	-1.685	3.23
ASHGA5P049964	1.62	1.573
ASHGA5P049965	-2.699	6.183
ASHGA5P049966	-1.187	4.556
ASHGA5P049967	-2.839	2.164
ASHGA5P049968	-0.601	1.671
ASHGA5P049969	-2.577	4.809
ASHGA5P049970	-2.058	4.96
ASHGA5P049973	0.562	2.746
ASHGA5P049975	1.173	2.156
ASHGA5P049976	0.858	2.605
ASHGA5P049977	-0.338	1.961
ASHGA5P049980	-1.483	1.818
ASHGA5P049981	1.25	4.283
ASHGA5P049983	-1.148	3.094
ASHGA5P049985	-1.092	2.443
ASHGA5P049986	-3.052	2.933
ASHGA5P049987	-2.366	6.042
ASHGA5P049988	-0.687	2.088
ASHGA5P049989	-0.843	3.438
ASHGA5P049990	0.819	3.375
ASHGA5P049991	-1.698	4.765
ASHGA5P049992	-2.52	4.855
ASHGA5P049993	-2.818	6.954
ASHGA5P049994	0.606	3.28
ASHGA5P049995	1.373	4.165
ASHGA5P049996	-1.93	3.639
ASHGA5P049998	-1.226	4.325
ASHGA5P049999	2.006	6.098
ASHGA5P050000	-2.185	6.33
ASHGA5P050001	0.827	2.396
ASHGA5P050004	2.301	5.428
ASHGA5P050005	-1.191	3.193
ASHGA5P050006	-1.453	2.466
ASHGA5P050007	0.854	3.502
ASHGA5P050009	-0.38	1.612
ASHGA5P050010	0.827	3.786
ASHGA5P050011	1.329	4.649
ASHGA5P050012	-7.727	6.93
ASHGA5P050014	0.483	2.315
ASHGA5P050018	-0.399	2.003
ASHGA5P050022	1.256	3.183
ASHGA5P050023	0.914	4.021
ASHGA5P050024	1.344	2.59
ASHGA5P050026	0.698	2.425
ASHGA5P050028	0.772	1.528
ASHGA5P050029	1.259	2.939
ASHGA5P050035	1.009	2.831
ASHGA5P050036	1.101	1.635
ASHGA5P050037	-1.077	2.655
ASHGA5P050039	-0.65	2.682
ASHGA5P050040	1.442	3.778
ASHGA5P050041	1.47	5.095
ASHGA5P050042	1.297	4.506
ASHGA5P050044	0.926	3.837
ASHGA5P050046	1.174	4.672
ASHGA5P050047	0.949	3.441
ASHGA5P050049	1.013	4.337
ASHGA5P050050	0.558	2.863
ASHGA5P050051	-0.951	2.637
ASHGA5P050053	-0.848	3.244
ASHGA5P050054	1.192	4.113
ASHGA5P050055	0.72	2.817
ASHGA5P050058	1.366	4.66
ASHGA5P050060	1.664	5.687
ASHGA5P050061	0.544	2.129
ASHGA5P050062	1.622	4.967
ASHGA5P050066	4.551	6.119
ASHGA5P050067	0.793	1.735
ASHGA5P050068	0.793	3.297
ASHGA5P050072	1.187	2.44
ASHGA5P050073	0.893	3.422
ASHGA5P050075	-1.173	3.103
ASHGA5P050077	-5.573	7.089
ASHGA5P050078	2.038	6.097
ASHGA5P050080	-1.251	1.75
ASHGA5P050081	0.392	2.086
ASHGA5P050084	-0.409	1.751
ASHGA5P050086	-4.293	7.615
ASHGA5P050087	1.099	2.876
ASHGA5P050088	-1.239	4.299
ASHGA5P050092	-5.727	4.575
ASHGA5P050094	0.901	3.842
ASHGA5P050096	-0.877	2.446
ASHGA5P050097	1.715	3.37
ASHGA5P050099	1.006	2.427
ASHGA5P050100	0.458	2.489
ASHGA5P050101	1.148	4.054
ASHGA5P050102	0.76	2.842
ASHGA5P050103	-1.295	3.137
ASHGA5P050106	-0.941	2.119
ASHGA5P050107	-1.177	4.577
ASHGA5P050108	-1.106	3.514
ASHGA5P050109	-0.942	2.643
ASHGA5P050111	-2.02	1.736
ASHGA5P050112	1.412	3.431
ASHGA5P050114	-1.541	3.338
ASHGA5P050115	-2.863	2.003
ASHGA5P050116	1.178	3.593
ASHGA5P050117	0.616	2.1
ASHGA5P050119	-1.459	5.139
ASHGA5P050125	2.678	6.153
ASHGA5P050128	0.754	2.979
ASHGA5P050129	-0.407	2.113
ASHGA5P050130	1.479	5.07
ASHGA5P050131	0.722	2.673
ASHGA5P050132	-1.83	4.803
ASHGA5P050133	0.988	4.23
ASHGA5P050134	0.695	2.898
ASHGA5P050136	0.818	3.67
ASHGA5P050138	1.367	4.141
ASHGA5P050141	0.508	1.9
ASHGA5P050142	1.427	5.159
ASHGA5P050143	1.037	1.625
ASHGA5P050146	0.803	1.996
ASHGA5P050151	0.673	3.403
ASHGA5P050152	0.544	2.21
ASHGA5P050153	5.28	8.568
ASHGA5P050154	-0.801	3.136
ASHGA5P050155	-1.661	5.601
ASHGA5P050156	1.3	2.226
ASHGA5P050157	-2.552	4.98
ASHGA5P050158	1.679	4.775
ASHGA5P050160	-1.283	5.105
ASHGA5P050161	-0.796	2.501
ASHGA5P050162	0.54	1.766
ASHGA5P050163	0.707	3.065
ASHGA5P050164	0.386	1.607
ASHGA5P050166	1.221	4.322
ASHGA5P050167	-2.526	4.795
ASHGA5P050168	-1.717	1.734
ASHGA5P050171	0.921	3.941
ASHGA5P050172	-2.879	5.354
ASHGA5P050173	0.38	1.968
ASHGA5P050174	1.092	4.6
ASHGA5P050175	1.401	4.281
ASHGA5P050176	1.273	3.025
ASHGA5P050178	4.769	8.368
ASHGA5P050179	-4.703	8.145
ASHGA5P050180	1.908	4.728
ASHGA5P050183	-1.043	2.267
ASHGA5P050184	-0.756	1.573
ASHGA5P050185	0.638	2.28
ASHGA5P050186	-0.72	1.727
ASHGA5P050187	-2.552	6.54
ASHGA5P050188	1.315	4.082
ASHGA5P050189	-2.295	2.257
ASHGA5P050191	-1.047	2.887
ASHGA5P050192	-1.248	2.45
ASHGA5P050193	0.748	2.899
ASHGA5P050194	-1.986	4.853
ASHGA5P050195	2.503	2.504
ASHGA5P050197	0.857	3.726
ASHGA5P050200	2.254	5.39
ASHGA5P050201	-1.961	5.922
ASHGA5P050202	-0.922	3.855
ASHGA5P050203	0.892	3.64
ASHGA5P050205	-5.004	6.797
ASHGA5P050206	1.067	2.24
ASHGA5P050207	0.578	2.699
ASHGA5P050208	-3.075	6.424
ASHGA5P050209	0.402	2.217
ASHGA5P050210	-2.246	5.929
ASHGA5P050211	-0.962	3.538
ASHGA5P050213	0.577	3.006
ASHGA5P050214	0.676	2.229
ASHGA5P050215	1.69	3.182
ASHGA5P050216	1.139	4.347
ASHGA5P050219	-0.478	2.347
